Date,Sales,TV_Spend,Radio_Spend,Digital_Spend,OOH_Spend,Competitor_Price,Promo_Flag,Region
2023-01-01,1024.8357076505617,6399.355436586002,4637.059779459287,1473.7539536980871,1154.6025580140263,97.88120158988649,0,East
2023-01-08,1022.1941209925053,5924.633682912769,4511.424608533006,2311.6919913763986,1487.5186044243665,97.71292945808074,0,North
2023-01-15,1090.2475597625462,5059.630369920174,3798.052245652116,2669.115573262685,1507.2067488177786,90.98178413684992,0,West
2023-01-22,1162.0724702289083,4353.063222294426,3519.4494744849435,4510.150125872153,1689.0521383373623,98.2895490414928,0,West
2023-01-29,1101.2369656725868,5698.22331361359,3850.8495880820183,3445.2424996270065,953.2566546876694,103.58414540910873,1,South
2023-02-05,1126.906101498772,5393.48538542175,4300.079343464931,1931.614744720087,1737.0269095389322,93.52883940461604,0,East
2023-02-12,1241.5851724235285,5895.193220027732,,3388.8290315341096,418.2433473588899,105.12241325525295,0,East
2023-02-19,1223.0738860918657,5635.17180168197,4135.976491688724,1762.1568088493075,1248.046179054476,102.29887410542169,0,East
2023-02-26,1181.1230538819839,,4827.505329721323,3866.1528431096585,1304.6904630193822,96.16883339014481,0,North
2023-03-05,1249.2192073099402,4464.764788439432,3960.129914351626,2623.100278545697,1753.3307304284954,99.11235181331075,0,South
2023-03-12,,6317.394065634326,4308.168480069903,2925.0910490086635,1509.0523410707476,107.79160903820517,1,South
2023-03-19,1225.9018758066975,5197.599604692399,3889.742329245575,4060.6373180337523,937.7747784574854,103.44773906752933,0,South
2023-03-26,1270.6398883979125,7075.260872625266,5014.41381863897,1970.2691451326,1106.0027496731939,99.80391827449074,1,North
2023-04-02,1169.33598776711,4310.812181910433,3304.5163788136,1882.305451909607,1579.4720038189628,98.55158341519507,0,South
2023-04-09,1182.295883193959,6735.963803165249,5290.420734478674,2533.1205389231964,1468.3730632541774,100.10304535225829,0,West
2023-04-16,1241.0739870231619,5197.9107834626475,4060.5986284457476,3830.703080815453,1268.3503561457014,97.14118221028849,0,South
2023-04-23,1216.3616925203619,4348.581996385552,3529.794745438148,1784.523139618526,1307.6664841952083,89.15625247140494,yes,South
2023-04-30,1277.8035717604057,4516.114165945679,3108.5097902453813,734.2755215115449,1778.4671988637156,109.87088955267365,0,South
2023-05-07,1209.1955694026708,4679.65269180568,3998.417024146175,2639.072913272801,1292.9229708523142,100.41662499599701,1,North
2023-05-14,1174.0869645674557,5424.165946401917,3882.722049385108,3441.3926399287366,1464.7635023883706,101.61073632561269,0,West
2023-05-21,1305.9069700942368,5522.8354880355,4331.681081901198,3960.2093997910633,2367.974635232217,99.31046125061545,1,West
2023-05-28,1207.3241343219042,4426.299996061421,3738.9930790243097,2629.470910331681,930.5269452464307,95.90441599637705,0,East
2023-06-04,1206.32104464315,4975.645407739017,4393.5848233950055,2670.858714307198,759.2629073701365,98.63037759525615,0,East
2023-06-11,1114.6835680978345,7142.270358611864,4892.716095431384,3923.1205874045977,1813.4358659194427,91.54302618902845,0,West
2023-06-18,1140.6439966312525,6727.543170100711,4130.672255314179,1504.2066402436635,1228.5427754823586,110.90543249026652,0,South
2023-06-25,1154.6534655365579,5436.323669674032,4316.949065230528,2689.1833798535927,1372.704988902952,93.32744000788801,1,South
2023-07-02,1072.4503211288848,5038.003478168201,4562.955441354176,3152.339111940046,1187.5374487475542,94.3201685807641,0,South
2023-07-09,1129.677564866219,5120.031326718261,4443.702701912787,3359.3749770280274,1396.079943692995,97.25870397806798,0,North
2023-07-16,1062.1049326465481,5613.517972730417,4431.008608220638,2592.154645447294,2139.4152448385366,105.88037862426188,0,South
2023-07-23,1059.4943351018292,3977.2074348015944,3238.833605191342,3027.552809364673,1820.8513834472478,99.49254499631327,0,North
2023-07-30,1026.9700349797765,4742.623462576655,4087.7108565371855,1009.3381172696083,1844.8894047547908,93.2193210198477,0,West
2023-08-06,1134.0009598792158,3331.4159261224104,2706.785695762105,2473.401270132921,933.5091776829418,105.65169180378669,0,South
2023-08-13,1026.7006071149442,5399.223122605279,4382.441204370033,3362.806970043574,1039.5385053788523,103.01500313392741,0,South
2023-08-20,962.4123039179848,5647.195939702741,4539.958611571633,2214.1647725962566,364.3685362058293,102.03217478608227,0,East
2023-08-27,1046.530472426428,4516.813537700626,4028.151094870039,3047.187377271678,1176.2476715668984,102.8986712058542,0,West
2023-09-03,12468.962199042411,6573.986763290033,5772.2900696473425,3357.4980006421583,1882.6812745542634,111.27180950291225,0,South
2023-09-10,1003.4399312131548,3774.234336997659,3382.265392352225,2725.960639313788,1706.7786062993484,110.20547447518057,0,North
2023-09-17,892.8281303208008,3535.6251197901797,2968.685984161858,3136.3710167972567,1411.3946948191503,95.82642328498353,0,West
2023-09-24,925.0489227354677,,4126.998797478384,2229.8139477723103,1491.0798865127788,107.35942496405576,0,East
2023-10-01,1004.8430617934562,6047.098302612155,4097.536210100558,2834.710976243163,1224.4457829698376,101.1358409487945,0,West
2023-10-08,1038.3815541801598,6683.927691457869,4801.9426755480035,3488.172935671378,1581.9035529607136,101.69547908068876,0,North
2023-10-15,1019.3800505742881,4541.11573713106,3601.8847108447044,3125.5783687747476,1806.351311792246,90.71864584178337,0,East
2023-10-22,1017.214337343505,6078.6808334312955,4489.9819806784,2530.774984348852,853.6452850358108,98.30807117305902,0,North
2023-10-29,1022.8536100898936,4961.491530499293,4022.6013799096922,3179.373123432634,1619.8590751349393,95.07588204831717,0,West
2023-11-05,981.4771273028972,4827.372700059181,3649.697640320848,3571.6878325092944,1872.9739483818669,103.26029407446654,0,East
2023-11-12,1039.3056399460445,5883.659937486673,4866.5051626893455,1360.0469771380176,1333.9598844146522,104.45540250201402,1,North
2023-11-19,1074.3435298038517,5652.32287841342,4391.455846523511,3927.2592519647183,1780.2802448482335,88.70756824491843,0,West
2023-11-26,1174.2431619647145,3423.6078430157504,3051.3746094678654,2730.9962090551426,2625.8617777890213,98.94982567997864,yes,North
2023-12-03,1164.2362800696694,6476.540349725896,4787.555794881662,3340.3919465921845,1458.2628828052432,104.64930752397126,0,South
2023-12-10,1085.927014823356,6380.091354147451,4874.6120176461645,3957.7975389161825,1657.3228200021294,98.08660518843277,0,West
2023-12-17,1218.3410656122282,4374.43729849047,3872.1918584945724,1902.6610422156273,1204.7771665354435,102.64531822501182,0,East
2023-12-24,1211.6385499281193,5395.803533437409,3977.3430553491753,2432.447198057963,1572.5004650408202,100.73582733813542,0,East
2023-12-31,1226.1538999847023,5494.030186282739,4098.983165047066,2769.161043299436,1684.1086499929215,100.66830115976313,0,South
2024-01-07,1319.691150493108,5260.673765823907,4065.2864508613447,2372.9971831004573,1577.9369361080553,97.5834251096585,0,North
2024-01-14,1369.413108982309,4449.69484615458,3266.0556306507833,4387.949260669447,1092.1218721164573,92.83709597932145,0,North
2024-01-21,1392.484983364317,4328.376632061949,3351.2486213207203,2314.5823249385658,1582.5447085301803,93.29234926287486,0,East
2024-01-28,1330.9837582476218,4974.445929008555,3841.801295341735,2555.5625764105066,2084.8783754870547,102.42676257227659,0,North
2024-02-04,1383.1523305536703,6172.729019259365,4965.954165769437,3163.5112252823815,1679.454305805811,98.95729127759442,0,West
2024-02-11,1439.1877032183372,5543.600154594433,4404.928491457237,2038.2803791391289,1884.7948756287365,98.14743877696388,0,West
2024-02-18,1493.4794059903381,4629.385667913894,3835.7083741586,2683.4554305949887,1405.195211994949,96.70054978838823,0,East
2024-02-25,,5771.698710648345,4718.288615039399,3253.96260900014,1799.9600957694843,97.27405577259624,1,West
2024-03-03,1472.8082562974512,2151.4573793699246,2249.6628911021357,2733.711676493991,1611.7071352866103,104.0145589724407,yes,East
2024-03-10,1441.6864998367816,6148.765700372103,4806.398875201929,2925.290512880041,1119.6357081251072,97.08377959065987,0,North
2024-03-17,1449.378032281177,3260.2862212219006,2925.2052068533912,2576.5343100413033,1627.4084019195498,92.03467643349215,0,North
2024-03-24,1559.1680659393207,4637.5590585968675,3862.1441399780088,1788.4237526553864,1103.3213346238758,102.43825887770086,1,North
2024-03-31,1592.8120014285412,3880.330105373856,3153.3704659408386,3257.274569071391,1246.8478900460832,97.67561668067641,0,South
2024-04-07,,3705.318524279094,2491.5459670845275,4403.946457317793,1575.7313229169497,98.83697932766388,0,East
2024-04-14,1579.3650083798116,6160.826787378519,4656.21232377122,3014.7213046267507,1618.8977093520496,106.69789153199756,0,West
2024-04-21,1545.0850497894646,4532.298798688109,4146.203720042848,3180.2112937980396,1024.3070139691483,98.53719721324747,yes,North
2024-04-28,,5346.503881730716,4485.766949710907,3554.1782040934877,1921.5943084731505,100.06591836559363,1,South
2024-05-05,1532.666553454152,4953.079421120816,4261.466898049841,1984.5356027626408,1728.802511320189,92.70538254350836,0,West
2024-05-12,1581.6039779575187,5477.040827223122,4657.063712875739,4362.011726503684,1218.1086257556465,97.4816527382452,0,West
2024-05-19,1490.8332296926615,5076.821891060255,4072.6904119245846,3161.8630371382415,884.9660814203298,101.60763022604301,1,West
2024-05-26,1556.8451321369316,3717.0077758114303,3289.399377708537,4305.485519271288,1442.0381683674275,90.7631313307938,0,North
2024-06-02,,5996.26681944714,4412.464523037978,2413.5736035808086,1321.622514455536,99.52422546557854,0,West
2024-06-09,,,3608.924193295097,4454.4495380462595,1545.2561828212092,99.00395536322404,0,East
2024-06-16,1432.2154862694204,3443.418101340249,3250.7822057354915,3620.1243952278264,1354.7533355377734,98.6864372779372,0,South
2024-06-23,1394.1569685277711,4571.884839034087,4104.296234571097,3442.432068681887,697.0172557019961,103.6457944932912,0,West
2024-06-30,1394.5880388267751,6500.759790634311,4858.621991676287,3187.2195634825184,1344.6612246795366,100.1121925742426,0,West
